,ISBN,title,author,pub_year,publisher,categories,description
10596,425098478,The One Minute Manager,Kenneth Blanchard,1983,William Morrow &amp; Company,,
10597,553154214,"Best Friends (Sweet Valley Twins, No 1)",Francine Pascal,1986,Sweet Valley,,
10598,553271768,"Family Secrets (Sweet Valley High, No 45)",Francine Pascal,1988,Sweet Valley,,
10599,440440629,Iggie's House,JUDY BLUME,1975,Yearling,,
10600,451131517,On Wings of Eagles,Ken Follett,1984,New Amer Library,,
10601,151885338,The Temple of My Familiar,Alice Walker,1989,Harcourt,,
10602,380786699,Haven,John R. Maxim,1998,Avon,,
10603,553260197,The Holcroft Covenant,Robert Ludlum,1984,Bantam Books,,
10604,1551666510,The Harbor,Carla Neggers,2003,Mira,,
10605,449910644,Spontaneous Healing : How to Discover and Enhance Your Body's Natural Ability to Maintain and Heal Itself,ANDREW MD WEIL,1996,Ballantine Books,,
10606,679419608,Maybe (Maybe Not): Second Thoughts from a Secret Life,Robert Fulghum,1993,Random House Inc,,
10607,671004395,MY STORY,Sarah Ferguson,1997,Pocket,,
10608,449912051,The Patron Saint of Liars,Ann Patchett,1996,Ballantine Books,,
10609,553578138,A Place to Call Home,Deborah Smith,1998,Bantam Books,,
10610,1551665700,Whiskey Island,Emilie Richards,2000,Mira,,
10611,425155293,The Rector's Wife,Joanna Trollope,1996,Berkley Publishing Group,,
10612,553249754,Brain Child,John Saul,1985,Bantam Doubleday Dell,,
10613,380646420,Cat Chaser,Elmore Leonard,1997,Harper Mass Market Paperbacks (Mm),,
10614,61040347,A Woman Betrayed,Barbara Delinsky,1994,HarperTorch,,
10615,345345991,Crewel Lye (Magic of Xanth),PIERS ANTHONY,1987,Del Rey,,
10616,804109826,Hook M/TV,Terry Brooks,1991,Ballantine Books,,
10617,394702239,The Fall (V223),Albert Camus,1963,Vintage Books USA,,
10618,385495323,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,2000,Anchor Books/Doubleday,,
10619,64472051,The Hounds of the Morrigan,Pat O'Shea,1999,HarperTrophy,,
10620,440495962,The Witch of Blackbird Pond (Yearling Newbery),ELIZABETH GEORGE SPEARE,1987,Yearling,,
10621,140288503,Black Hawk Down: A Story of Modern War,Mark Bowden,2000,Penguin Books,,
10622,679722025,A Bend in the River,V.S. NAIPAUL,1989,Vintage,,
10623,446675776,Kiss My Tiara : How to Rule the World as a SmartMouth Goddess,Susan Jane Gilman,2001,Warner Books,,
10624,618260250,The Lord of the Rings,J. R. R. Tolkien,2002,Houghton Mifflin Company,,
10625,684844818,INTRUSIONS,Ursula Hegi,1997,Touchstone,,
10626,034536743X,The 158-Pound Marriage,John Irving,1994,Ballantine Books,,
10627,3499125803,Wassermusik. Roman.,Tom Coraghessan Boyle,1990,Rowohlt Tb.,,
10628,373030967,"High Heaven (Harlequin Romance, No 3096)",Quinn Wilder,1990,Harlequin,,
10629,373872054,Shelter From The Storm,Cheryl Wolverton,2003,Steeple Hill,,
10630,373871805,Silver Lining (Love Inspired),Kate Welsh,2002,Steeple Hill,,
10631,373872038,Her Perfect Match,Kate Welsh,2003,Steeple Hill,,
10632,373244223,"Abundance Of Babies (Baby Of The Month Club) (Silhouette Special Edition, No. 1422)",Marie Ferrarella,2001,Silhouette,,
10633,373871791,Hunter'S Bride (Love Inspired),Marta Perry,2002,Steeple Hill,,
10634,373872046,Sweet Accord,Felicia Mason,2003,Steeple Hill,,
10635,515110744,My Only Love,Katherine Sutcliffe,1993,Jove Books,,
10636,373790856,"Show &amp; Tell (Harlequin Blaze, No 81)",Rhonda Nelson,2003,Harlequin,,
10637,821767984,The Secret,Kat Martin,2001,Zebra Books,,
10638,373709552,"Baby Business (9 Months Later) (Harlequin Superromance, 955)",Brenda Novak,2000,Harlequin,,
10639,373706456,"Too Many Bosses (Women Who Dare) (Harlequin Superromance, No 645)",Jan Freed,1995,Harlequin,,
10640,61093327,Low Country,Anne Rivers Siddons,1999,HarperTorch,,
10641,051511801X,Devotion,Katherine Sutcliffe,1996,Jove Books,,
10642,515131210,Shattered,Dick Francis,2001,Jove Books,,
10643,038078145X,Stranger in My Arms,Lisa Kleypas,1998,Avon,,
10644,880385979,Stormblade: Heroes (Dragonlance Saga Novel: Heroes),Nancy Berberick,1988,Wizards of the Coast,,
10645,1560761156,"Wanderlust (Dragonlance: The Meetings Sextet, Vol. 2)",Steve Winter,1991,Wizards of the Coast,,
10646,1560761164,"Dark Heart (Dragonlance: The Meetings Sextet, Vol. 3)",Tina Daniell,1992,Wizards of the Coast,,
10647,880381744,Dragons of Winter Night,Margaret Weis,1985,Wizards of the Coast,,
10648,880381752,"Dragons of Spring Dawning (Dragonlance Chronicles, Vol 3)",Margaret Weis,1985,TSR,,
10649,880385197,"Love and War (Dragonlance Tales, Vol 3)",Margaret Weis,1987,Wizards of the Coast,,
10650,786918071,"Dragons of a Fallen Sun (Dragonlance: The War of Souls, Volume I)",Margaret Weis,2001,Wizards of the Coast,,
10651,1560761563,"Knight of the Black Rose (Ravenloft Terror of Lord Soth, Vol. 1)",James Lowder,1991,Wizards of the Coast,,
10652,812548094,"Stone of Tears (Sword of Truth, Book 2)",Terry Goodkind,1996,Tor Fantasy,,
10653,446362662,Summer of Night (Aspect Fantasy),Dan Simmons,1992,Warner Books,,
10654,380708388,Warbirds,Richard Herman,1998,Avon,,
10655,451410149,Ocean's 11,Dewey Gram,2001,Signet Book,,
10656,8478447229,La Joven de Las Naranjas,Jostein Gaarder,2003,Siruela,,
10657,425143503,A Taste for Murder,Claudia Bishop,1996,Berkley Publishing Group,,
10658,553244388,Champagne for One,Rex Stout,1996,Bantam Books,,
10659,61097632,The Eleventh Plague,John S. Marr,1999,Avon,,
10660,1560252480,Requiem for a Dream,Hubert Selby Jr.,2000,Thunder's Mouth Press,,
10661,60086661,Lily Dale: The True Story of the Town that talks to the Dead,Christine Wicker,2003,HarperSanFrancisco,,
10662,671520350,The Ashes of Eden (Star Trek),William Shatner,1995,Pocket Books,,
10663,140042229,Dubliners,James Joyce,1976,Penguin USA,,
10664,836213122,There's Treasure Everywhere--A Calvin and Hobbes Collection,Bill Watterson,1996,Andrews McMeel Publishing,,
10665,688121195,"Voluntary Simplicity (rev) : Toward A Way Of Life That Is Outwardly Simple, Inwardly Rich",Duane Elgin,1998,Perennial Currents,,
10666,451206711,Orchid Blues (Holly Barker Novels (Paperback)),Stuart Woods,2002,Signet Book,,
10667,758202725,Jacqueline Susann's Shadow of the Dolls: A Novel,Rae Lawrence,2002,Kensington Publishing Corporation,,
10668,671880438,The Flower Man,Donna Anders,1995,Pocket,,
10669,3404135091,Assassini. Der Vatikan- Thriller.,Thomas Gifford,1994,LÃ?Â¼bbe,,
10670,312867875,Legends: Short Novels by the Masters of Modern Fantasy,Robert Silverberg,1998,Tor Books,,
10671,140296468,The New New Thing: A Silicon Valley Story,Michael Lewis,2001,Penguin Books,,
10672,679743650,"13th Gen: Abort, Retry, Ignore, Fail?",Neil Howe,1993,Vintage Books USA,,
10673,812506898,The Phoenix Guards (Phoenix Guards),Steven Brust,1992,Tor Books,,
10674,439098645,Aquamarine,Alice Hoffman,2002,Scholastic,,
10675,395137195,Bronze Bow,Elizabeth George Speare,1997,Houghton Mifflin Company,,
10676,439324599,Cut,Patricia McCormick,2002,Push,,
10677,312255012,A Prayer for the Dying,Stewart O'Nan,2000,Picador,,
10678,61094048,Imperfect Strangers,Stuart Woods,1995,HarperTorch,,
10679,1551660253,Thrill Of Victory,Sandra Brown,1995,Mira,,
10680,449912752,City of Darkness City of Light,Marge Piercy,1997,Ballantine Books,,
10681,375508546,The Coffee Trader: A Novel,David Liss,2003,Random House,,
10682,449210820,Woman on the Edge of Time,Marge Piercy,1990,Fawcett Books,,
10683,330269828,Vintage Stuff,Tom Sharpe,1997,Pan Publishing,,
10684,151001510,The Island of the Day Before,Umberto Eco,1995,Harcourt,,
10685,440227704,Many Waters (Laurel Leaf Books),Madeleine L'Engle,1991,Laurel-Leaf Books,,
10686,679753834,The Risk Pool (Vintage Contemporaries),RICHARD RUSSO,1994,Vintage,,
10687,1853260991,Kim,Rudyard Kipling,1999,Lb May &amp; Assoc Inc,,
10688,345427025,The Flamingo Rising (Ballantine Reader's Circle),Larry Baker,1998,Ballantine Books,,
10689,671024612,Revenge (L.a. Connections),Jackie Collins,1998,Pocket,,
10690,671024582,Power (L.a. Connections),Jackie Collins,1998,Pocket Books,,
10691,440409233,The Haymeadow,Gary Paulsen,1994,Yearling Books,,
10692,671727095,MY TEACHER GLOWS IN THE DARK : MY TEACHER GLOWS IN THE DARK,Bruce Coville,1991,Aladdin,,
10693,380710870,Muggie Maggie (Cleary Reissue),Beverly Cleary,1990,HarperTrophy,,
10694,380704420,Wait Till Helen Comes : A Ghost Story (Avon Camelot Books (Paperback)),Mary Downing Hahn,1987,HarperTrophy,,
10695,553154591,"Choosing Sides (Sweet Valley Twins, No 4)",Francine Pascal,1986,Sweet Valley,,
10696,590457217,Searching for Dragons (Peanut Butter and Jelly),Patricia C. Wrede,1992,Point Fantasy,,
10697,425101339,The Tracker,Tom Brown,1996,Berkley Publishing Group,,
10698,140013997,My Family and Other Animals.,Gerald Malcolm Durrell,1977,Penguin Books,,
10699,61099252,Family Pictures,Sue Miller,1991,HarperTorch,,
10700,375505997,The Truth Is... My Life in Love and Music,Melissa Etheridge,2001,Villard Books,,
10701,765341522,Don't Say a Word,Andrew Klavan,2001,Forge Books,,
10702,385246641,Love and Marriage,Bill Cosby,1989,Bantam Dell Pub Group,,
10703,786010924,All the Way Home,Wendy Corsi Staub,2000,Pinnacle Books,,
10704,031226772X,Sellevision : A Novel,Augusten Burroughs,2000,St. Martin's Griffin,,
10705,553273825,Notes to Myself,Hugh Prather,1983,Bantam Books,,
10706,385050631,"I Touch the Earth, the Earth Touches Me",Hugh Prather,1972,Main Street Books,,
10707,440211468,Fortune Is a Woman,Elizabeth Adler,1993,Dell,,
10708,074323748X,The Moment She Was Gone : A Novel,Evan Hunter,2002,Simon &amp; Schuster,,
10709,345371135,Quincunx,Charles Palliser,1991,Ballantine Books,,
10710,385260083,The Robber Bride,Margaret Atwood,1993,Doubleday Books,,
10711,812511069,Destiny's Road,Larry Niven,1998,Tor Science Fiction,,
10712,553577239,"The Bone Doll's Twin (Tamir Trilogy, Book 1)",Lynn Flewelling,2001,Spectra Books,,
10713,375724400,When We Were Orphans (Vintage International (Paperback)),Kazuo Ishiguro,2001,Vintage Books USA,,
10714,3499227304,Ausweitung der Kampfzone.,Michel Houellebecq,2000,Rowohlt Tb.,,
10715,3492238696,Balzac und die kleine chinesische Schneiderin.,Dai Sijie,2003,Piper,,
10716,60161582,The Lost Continent: Travels in Small Town America,Bill Bryson,1989,Harpercollins,,
10717,671746103,MY TEACHER FRIED MY BRAINS (RACK SIZE) (MY TEACHER BOOKS),Coville,,Aladdin,,
10718,786861754,Cadillac Jukebox (Dave Robicheaux Mysteries (Hardcover)),James Lee Burke,1996,Hyperion Books,,
10719,373710615,"Wonders Never Cease (Count On A Cop) (Harlequin Superromance, No. 1061)",Debra Salonen,2002,Harlequin,,
10720,449227944,"Asylum (Blackstone Chronicles, No 6)",JOHN SAUL,1997,Fawcett,,
10721,451204077,Time to Say Good-Bye,Judith Gould,2001,Signet Book,,
10722,037324472X,"But Not For Me (Silhouette Special Edition, No. 1472)",Annette Broadrick,2002,Silhouette,,
10723,440221854,Tapestry of Spies,Stephen Hunter,1997,Dell Publishing Company,,
10724,812564618,Vulcan's Forge (Philip Mercer),Jack B. Du Brul,1999,Forge Books,,
10725,1558533109,The Little Book Of Christmas Joys : 432 Things to Do for Yourself and Others that Just Might Make this the Best Christmas Ever,"H. Jackson, Jr. Brown",1994,Rutledge Hill Press,,
10726,786888482,Social Crimes : A Novel,Jane Stanton Hitchcock,2003,Miramax,,
10727,425140318,Private Pleasures,Lawrence Sanders,1994,Berkley Publishing Group,,
10728,156364654,A Good Man Is Hard to Find and Other Stories,Flannery O'Connor,1977,Harvest Books,,
10729,553100742,Critical Judgment,Michael Palmer,1996,Bantam,,
10730,60191813,Orchid Beach,Stuart Woods,1998,Harpercollins,,
10731,451408497,Triumph (Florida Civil War (Paperback)),Heather Graham,2000,Penguin Putnam,,
10732,155166710X,A Summer Affair,Susan Wiggs,2003,Mira,,
10733,684822776,The Riders,Tim Winton,1996,Scribner,,
10734,1401039081,Killer Asylum,David R. Williams,2002,Xlibris Corporation,,
10735,039913932X,Undue Influence,Steven Paul Martini,1994,Putnam Pub Group,,
10736,684859718,Deadly Decisions,Kathy Reichs,2000,Scribner,,
10737,345412885,The Truth Machine,James L. Halperin,1997,Del Rey Books,,
10738,440220734,"Area 51 (Area 51, Book 1)",Robert Doherty,1997,Dell,,
10739,3596119294,Traumzeit,Barbara Wood,,Fischer Taschenbuch Verlag,,
10740,3492229417,Der trÃ?Â¤umende Delphin. Eine magische Reise zu dir selbst.,Sergio Bambaren,1999,Piper,,
10741,3442450179,Ensel und Krete. Ein MÃ?Â¤rchen aus Zamonien von Hildegunst von Mythenmetz.,Walter Moers,2002,Goldmann,,
10742,3442448530,Die HirnkÃ?Â¶nigin.,Thea Dorn,2001,Goldmann,,
10743,3499226375,Mondscheintarif,Ildiko Von Kurthy,2001,Rowohlt Taschenbuch Verlag GmbH,,
10744,3426609061,House Of God.,Samuel Shem,1998,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",,
10745,380713845,Mischief : 87th Precent,Ed McBain,1994,Avon,,
10746,684804212,MOSES SUPPOSES,Ellen Currie,1995,Scribner Paper Fiction,,
10747,60002077,A Gentleman's Honor,Stephanie Laurens,2003,Avon Books,,
10748,740718576,What'S The Number For 911 Again?,Leland Gregory,2001,Andrews McMeel Publishing,,
10749,1573223557,I Wish Someone Were Waiting for Me Somewhere,Anna Gavalda,2003,Riverhead Books,,
10750,811214982,The Red Notebook: True Stories,Paul Auster,2002,New Directions Publishing Corporation,,
10751,316158461,The Archivist : A Novel,Martha Cooley,1999,Back Bay Books,,
10752,451453573,Eric (Discworld Novels (Paperback)),Terry Pratchett,1995,Roc,,
10753,61020656,Pyramids (Discworld Novels (Paperback)),Terry Pratchett,2001,HarperTorch,,
10754,345447980,Planet of the Apes,Pierre Boulle,2001,Del Rey Books,,
10755,038547802X,Rants,DENNIS MILLER,1997,Main Street Books,,
10756,525945253,The Kid: What Happened After My Boyfriend and I Decided to Go Get Pregnant : An Adoption Story,Dan Savage,1999,Dutton Books,,
10757,515130974,Running Blind (Jack Reacher Novels (Paperback)),Lee Child,2001,Jove Books,,
10758,380974061,Breach of Duty: A J.P. Beaumont Mystery,J.A. Jance,1999,William Morrow,,
10759,590423541,Black Beauty,Anna Sewell,1989,Scholastic,,
10760,446671517,The Caveman's Valentine,George Dawes Green,1995,Warner Books,,
10761,380726246,Prayers for the Dead : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1997,Avon,,
10762,312969139,The Hanging Garden,Ian Rankin,1999,St. Martin's Minotaur,,
10763,312264127,The White Bone,Barbara Gowdy,2000,Picador USA,,
10764,151005672,The Telling,Ursula K. Le Guin,2000,Harcourt,,
10765,380792494,Devil's Claw,J.A. Jance,2001,Avon,,
10766,449227898,"Day of Reckoning: The Stereoscope (Blackstone Chronicles, Part 5)",John Saul,1997,Fawcett Books,,
10767,044922788X,"In the Shadow of Evil: The Handkerchief (The Blackstone Chronicles , No 4)",John Saul,1997,Fawcett Books,,
10768,449227863,"Ashes to Ashes: The Dragon's Flame (Blackstone Chronicles, Part 3)",John Saul,1997,Fawcett Books,,
10769,449227847,"Twist of Fate: The Locket (The Blackstone Chronicles, No 2)",John Saul,1997,Fawcett Books,,
10770,345389220,Murder in the Place of Anubis (Lord Meren Mysteries (Paperback)),Lynda S. Robinson,1995,Fawcett Books,,
10771,1551668769,With A Southern Touch,Diana Palmer,2002,Mira,,
10772,786861363,Knee Deep in Paradise,Brett Butler,1996,Hyperion Books,,
10773,553801198,Dream Country,Luanne Rice,2001,Bantam Books,,
10774,895297272,"Prescription for Nutritional Healing: A Practical A-Z Reference to Drug-Free Remedies Using Vitamins, Minerals, Herbs &amp; Food Supplements","James F., Md. Balch",1996,Avery Publishing Group,,
10775,62500872,The Goddess in the Office : A Personal Energy Guide for the Spiritual Warrior at Work,Zsuzsanna E. Budapest,1993,HarperSanFrancisco,,
10776,425165299,At Risk,Alice Hoffman,1998,Berkley Publishing Group,,
10777,045120915X,Rain Fall,Barry Eisler,2003,Signet Book,,
10778,757300286,Chicken Soup for the Canadian Soul : Stories to Inspire and Uplift the Hearts of Canadians (Chicken Soup for the Soul),Raymond Aaron,2002,Health Communications,,
10779,60562250,A Series of Unfortunate Events: Lemony Snicket : The Unauthorized Autobiography (A Series of Unfortunate Events),Lemony Snicket,2003,HarperTrophy,,
10780,345348699,"The One Tree (The Second Chronicles of Thomas Covenant, Book 2)",Stephen R. Donaldson,1993,Del Rey Books,,
10781,609610996,The Mammoth Hunters,JEAN M. AUEL,2001,Crown,,
10782,316815837,These Granite Islands,Sarah Stonich,2001,Little Brown and Company,,
10783,441006108,"Mattimeo (Redwall, Book 3)",Brian Jacques,1999,Ace Books,,
10784,440416795,Harriet the Spy,Louise Fitzhugh,2001,Yearling Books,,
10785,440431808,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,1977,Yearling Books,,
10786,152047379,The Borrowers,Mary Norton,2003,Odyssey Classics,,
10787,141301120,Charlie and the Great Glass Elevator (Puffin Novels),Roald Dahl,1998,Puffin Books,,
10788,345348656,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book 1)",Stephen R. Donaldson,1984,Del Rey Books,,
10789,60928514,Lying on the Couch : A Novel,Irvin D. Yalom,1997,Perennial,,
10790,743247752,Something Rising (Light and Swift) : A Novel,Haven Kimmel,2004,Free Press,,
10791,375401156,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY,1997,Knopf,,
10792,074592803X,A Light in the Window (The Mitford Trilogy : Book 2),Jan Karon,1995,Lion Publishing Corporation,,
10793,61020397,Carpe Jugulum (Discworld Novels (Paperback)),Terry Pratchett,2000,HarperTorch,,
10794,553212702,The House of the Seven Gables (Bantam Classic),Nathaniel Hawthorne,1987,Bantam Books,,
10795,425146812,Second Nature,Alice Hoffman,1995,Berkley Publishing Group,,
10796,451125509,The Other Woman,Joy Fielding,1993,Signet Book,,
10797,385336454,Presumption of Death,PERRI O'SHAUGHNESSY,2003,Delacorte Press,,
10798,62517864,The Monk Downstairs : A Novel,Tim Farrington,2003,HarperSanFrancisco,,
10799,380731983,When I Fall in Love,Iris R. Dart,1999,Avon,,
10800,449215237,Elusive Mrs. Pollifax,Dorothy Gilman,1988,Fawcett Books,,
10801,764227173,The Covenant (Abram's Daughters),Beverly Lewis,2002,Bethany House Publishers,,
10802,684836270,EXQUISITE CORPSE,Poppy Z. Brite,1997,Touchstone,,
10803,312979649,The Beach Club : A Novel,Elin Hilderbrand,2001,St. Martin's Paperbacks,,
10804,804104530,The Greenlanders,Jane Smiley,1989,Ivy Books,,
10805,446611727,Some Girls Do,Leanne Banks,2003,Warner Forever,,
10806,590404008,Hundred Dresses,Eleanor Estes,,Scholastic Inc,,
10807,61099279,King's Oak,Anne Rivers Siddons,1991,HarperTorch,,
10808,812524012,Finn Mac Cool,Morgan Llywelyn,1995,Tor Books (Mm),,
10809,373250398,The Princess-in-Training Manual/Divas Don't Fake It,Jacqueline de Soignee,2003,Red Dress Ink,,
10810,515125024,Die Trying,Lee Child,1999,Jove Books,,
10811,843945508,Bite (Love Spell),Richard Laymon,1999,Leisure Books,,
10812,385423586,Women of Sand and Myrrh,Hanna Al-Shaykh,1992,Anchor,,
10813,345383230,Photographing Fairies,Steve Szilagyi,1993,Ballantine Books,,
10814,684848155,UNDERWORLD: A NOVEL,Don DeLillo,1998,Scribner,,
10815,380709147,Henry and Beezus (Cleary Reissue),Beverly Cleary,1990,HarperTrophy,,
10816,055356823X,Amanda,KAY HOOPER,1996,Bantam,,
10817,553560271,Shadows,John Saul,1993,Bantam Books,,
10818,380724596,Coffee Will Make You Black,April Sinclair,1995,Perennial,,
10819,525944885,The Songcatcher: A Ballad Novel,Sharyn McCrumb,2001,Dutton Books,,
10820,743242203,The Boy on the Bus : A Novel,Deborah Schupack,2003,Free Press,,
10821,865471185,West With the Night,Beryl Markham,1983,North Point Press,,
10822,425127923,Sleeping With the Enemy,Nancy Price,1993,Berkley Pub Group,,
10823,684841363,IN THE MEANTIME : Finding Yourself and the Love You Want,Iyanla Vanzant,1998,Simon &amp; Schuster,,
10824,451162331,Sourcery (Discworld Novels (Paperback)),Terry Pratchett,1989,New Amer Library,,
10825,679753796,"Dance, Dance, Dance: A Novel",Haruki Murakami,1995,Vintage Books USA,,
10826,60193123,The Bingo Queens of Paradise,June Park,1999,Cliff Street Books,,
10827,60172916,High Tide in Tucson: Essays from Now or Never,Barbara Kingsolver,1995,HarperCollins Publishers,,
10828,684814196,The SAME RIVER TWICE : A Memoir,Alice Walker,1996,Scribner,,
10829,425152499,Practical Magic,Alice Hoffman,1996,Berkley Publishing Group,,
10830,044900578X,"Welcome to the World, Baby Girl (Ballantine Reader's Circle)",Fannie Flagg,2001,Ballantine Books,,
10831,679735879,The Unconsoled,Kazuo Ishiguro,1997,Vintage Books USA,,
10832,1558531564,"Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live &amp; Learn &amp; Pass It on)",H. Jackson Brown,1992,Thomas Nelson,,
10833,553344862,The River Why,David James Duncan,1988,Bantam,,
10834,060961097X,The Clan of the Cave Bear,JEAN M. AUEL,2001,Crown Publishing Group,,
10835,042516246X,Bitterroot Landing,Sheri Reynolds,1997,Berkley Publishing Group,,
10836,312968523,Hush,Mark Nykanen,1999,St. Martin's Press,,
10837,60925493,Feather Crowns,Bobbie Ann Mason,1994,Perennial,,
10838,395644976,School for the Blind,Dennis McFarland,1994,Houghton Mifflin Company,,
10839,380715929,Mother Earth Father Sky,Sue Harrison,1991,Avon,,
10840,312969198,A Cold Day in Paradise (Alex McKnight Mysteries (Paperback)),Steve Hamilton,2000,St. Martin's Minotaur,,
10841,61092894,John Chancellor Makes Me Cry,Anne Rivers Siddons,1994,HarperTorch,,
10842,425195899,Irish Born,Nora Roberts,2003,Berkley Publishing Group,,
10843,684853302,"The Touch : A Novel (Mccullough, Colleen)",Colleen McCullough,2003,Simon &amp; Schuster,,
10844,446613444,The Black Ice,Michael Connelly,2003,Warner Vision,,
10845,399137769,Driving Force,Dick Francis,1992,Putnam Pub Group,,
10846,399150900,Capital Crimes,Stuart Woods,2003,Putnam Publishing Group,,
10847,446530891,Split Second,David Baldacci,2003,Warner Books,,
10848,380713608,A Morning for Flamingos,James L. Burke,1991,Avon,,
10849,038073267X,Sacred and Profane (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1999,Avon,,
10850,373483422,Long Tall Texan Summer,Diana Palmer,1997,Silhouette,,
10851,61091316,Lost Boys,Orson Scott Card,1993,HarperTorch,,
10852,425161951,Death at Devil's Bridge: A Victorian Mystery (Prime Crime Mysteries),Robin Paige,1998,Berkley Publishing Group,,
10853,425163997,Death at Gallows Green,Robin Paige,1998,Berkley Publishing Group,,
10854,394744187,Love Always: A Novel (Vintage Contemporaries),Ann Beattie,1986,Vintage Books USA,,
10855,3423084049,Der Englishche Patient,Michael Ondaatje,,Deutscher Taschenbuch Verlag (DTV),,
10856,446400335,Pennies on a Dead Woman's Eyes,Marcia Muller,1993,Warner Books,,
10857,786889187,Cadillac Jukebox (Dave Robicheaux Mysteries (Paperback)),James Lee Burke,1997,Hyperion,,
10858,380758369,Payment in Kind,J.A. Jance,2004,Avon,,
10859,380816849,Dead North: An Alaska Mystery,Sue Henry,2002,Avon,,
10860,758201516,Lemon Meringue Pie Murder (Hannah Swensen Mysteries (Paperback)),Joanne Fluke,2004,Kensington Publishing Corporation,,
10861,373271506,"Warrior'S Bride (Silhouette Intimate Moments, No 1080)",Nina Bruhns,2001,Silhouette,,
10862,373243936,"Cattleman And The Virgin Heiress (The Stockwells Of Texas) (Silhouette Special Edition, No 1393)",Jackie Merritt,2001,Silhouette,,
10863,843949171,Chase the Lightning,Madeline Baker,2001,Leisure Books,,
10864,929264576,You Might Be a Redneck If...,Jeff Foxworthy,1989,Longstreet Press,,
10865,3257230230,Kalt Ist Der Abendhauch,Ingrid Noll,1999,Diogenes,,
10866,3442433614,Faserland,Kracht,,Wilhelm Goldmann Verlag GmbH,,
10867,3462028189,Crazy,Benjamin Lebert,2000,"Kiepenheuer &amp; Witsch GmbH &amp; Co. KG, Verlag",,
10868,394584082,The Bourne Ultimatum,Robert Ludlum,1990,Random House Inc,,
10869,764225111,Sanctuary,Beverly Lewis,2001,Bethany House Publishers,,
10870,1551665085,Swept Away,Candace Camp,1999,Mira,,
10871,553268929,The Great Santini,Pat Conroy,1987,Bantam Books,,
10872,399142649,The Maze,Catherine Coulter,1997,Putnam Publishing Group,,
10873,440201969,Bluebeard,Kurt Vonnegut,1988,Dell Publishing Company,,
10874,805000305,"They Shoot Canoes, Don't They?",Patrick F. McManus,1982,Owl Books (NY),,
10875,805001115,The Grasshopper Trap,Patrick F. McManus,1986,Owl Books,,
10876,394823370,The Lorax,Dr. Seuss,1971,Random House Children's Books,,
10877,140042326,The Pearl and The Red Pony (Two Books in One),John Steinbeck,1986,Penguin USA,,
10878,380767600,Lover in the Rough,Elizabeth Lowell,1994,Avon,,
10879,717283534,Lion King Disney,Disney,,Stoddart+publishing,,
10880,717283208,Prince and the Pauper Walt Disney,Disney,1993,Stoddart+publishing,,
10881,553055739,"Mickey Meets the Giant (Walt Disney's Fun-to-Read Library, #1)",Walt Disney Productions,1985,Bantam Doubleday Dell,,
10882,394826264,"Walt Disney's Pinocchio and His Puppet Show Adventure (Disney's Wonderful World of Reading Series, Number 10)",Walt Disney Productions,1973,Random House Childrens Books,,
10883,030712584X,Just Me and My Mom (A Little Critter Book),MERCER MAYER,2001,Golden Books,,
10884,030723102X,The Sesame Street pet show: Featuring Jim Henson's Sesame Street Muppets,Emily Perl Kingsley,1980,Western Pub. Co. : Children's Television Workshop,,
10885,088404632X,Dianetics: The Modern Science of Mental Health,L. Ron Hubbard,1995,Bridge Publications (CA),,
10886,898154901,The Moosewood Cookbook,Mollie Katzen,1992,Ten Speed Pr,,
10887,679781382,Asylum (Vintage Contemporaries),Patrick McGrath,1998,Vintage Books USA,,
10888,684842696,UNDERWORLD,Don DeLillo,1997,Scribner,,
10889,609600664,Dave Barry Is from Mars and Venus,Dave Barry,1997,Random House Inc,,
10890,553244582,Zen and the Art of Motorcycle Maintenance,Robert M Pirsig,1981,Bantam Doubleday Dell,,
10891,345367413,Setting Free the Bears,John Irving,1990,Ballantine Books,,
10892,1881273156,The Five Love Languages: Five Love Languages,Gary Chapman,2005,Moody Publishers,,
10893,441748600,To Sail Beyond the Sunset,Robert Heinlein,1996,Ace Books,,
10894,380978563,Home for the Holidays,Johanna Lindsey,2000,William Morrow &amp; Company,,
10895,037322365X,"No Ordinary Man (Dangerous Men) (Harlequin Intrigue, No 365)",Suzanne Brockmann,1996,Harlequin,,
10896,517064871,Dean R. Koontz: Three Complete Novels : The Servants of Twilight; Darkfall; Phantoms,DEAN KOONTZ,1991,Wings,,
10897,345421949,Roads Not Taken: Tales of Alternate History,Gardner Dozois,1998,Del Rey Books,,
10898,330246674,Porterhouse Blue,Tom Sharpe,,Pan Books Ltd,,
10899,553563386,It Doesn't Take a Hero : The Autobiography of General H. Norman Schwarzkopf,"H. Norman, General Schwarzkopf",1993,Bantam Books,,
